longitude,latitude,timestamp
103.96373,1.37137,2019-08-30 08:59:58.000
103.96453,1.36735,2019-08-30 08:59:58.000
103.96485,1.37068,2019-08-30 08:59:58.000
103.9656,1.36813,2019-08-30 08:59:58.000
103.96592,1.36487,2019-08-30 08:59:58.000
103.96699,1.371,2019-08-30 08:59:58.000
103.96968,1.37135,2019-08-30 08:59:58.000
103.96987,1.37061,2019-08-30 08:59:58.000
103.97015,1.37179,2019-08-30 08:59:58.000
103.97059,1.37138,2019-08-30 08:59:58.000
103.97368,1.37533,2019-08-30 08:59:58.000
103.97406,1.37573,2019-08-30 08:59:58.000
103.88882,1.33455,2019-08-30 08:19:56.000
103.89027,1.32679,2019-08-30 08:19:56.000
103.89905,1.33434,2019-08-30 08:19:56.000
103.9152,1.33379,2019-08-30 08:19:56.000
103.91659,1.33271,2019-08-30 08:19:56.000
103.92383,1.32878,2019-08-30 08:19:56.000
103.92965,1.32361,2019-08-30 08:19:56.000
103.93048,1.33081,2019-08-30 08:19:56.000
103.93087,1.36883,2019-08-30 08:19:56.000
103.9594,1.36233,2019-08-30 08:19:56.000
103.96309,1.36599,2019-08-30 08:19:56.000
103.97432,1.37602,2019-08-30 08:19:56.000
103.88853,1.33467,2019-08-30 08:09:56.000
103.888619666667,1.3565925,2019-08-30 08:09:56.000
103.88914,1.33387,2019-08-30 08:09:56.000
103.89013,1.35244,2019-08-30 08:09:56.000
103.89117,1.33741,2019-08-30 08:09:56.000
103.89135,1.34277,2019-08-30 08:09:56.000
103.8936205,1.36209833333333,2019-08-30 08:09:56.000
103.893830333333,1.36199966666667,2019-08-30 08:09:56.000
103.89466,1.33052,2019-08-30 08:09:56.000
103.89739,1.33317,2019-08-30 08:09:56.000
103.89908,1.33507,2019-08-30 08:09:56.000
